id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1424541734111042434,"Modern, gerenoveerd app; ideale ligging met terras",489936546,Remi,,Stationsbuurt Zuid,51.0344009524647,3.711899608326472,Entire home/apt,97,2,9,2025-08-17,2.78,12,259,9,
1424624378826165940,Modern studio vibes in the centre of Ghent,571736001,Eduard,,Binnenstad,51.0508178,3.7234712,Entire home/apt,103,1,14,2025-09-21,4.12,8,144,14,
1425283423336761037,Charming City Studio in the Heart of Ghent,671843837,Eduard,,Elisabethbegijnhof - Papegaai,51.05803359999999,3.717497,Entire home/apt,68,1,17,2025-09-19,5.26,3,165,17,
1425507298362575462,Zeer ruime kamer nabij centrum,324514528,Gemma,,Sluizeken - Tolhuis - Ham,51.06113104876423,3.7254866370220503,Private room,,1,1,2025-06-07,0.27,1,0,1,
1425919092893391996,Charming room near city center!,420511887,Jasmin,,Sint Amandsberg,51.0614985,3.7472309,Private room,64,1,24,2025-09-21,6.00,1,352,24,
1426724153186174504,"Stylish Room w/View @Vibrant Ghent, Breezy Balcony",651961264,Danesh,,Binnenstad,51.05373,3.72188,Private room,73,1,26,2025-09-11,7.29,14,351,26,
1427644946301353734,Private room in apartment near Gent train station,469429408,Nosheen,,Stationsbuurt Zuid,51.03245174188743,3.7098988563584383,Private room,44,5,0,,,2,303,0,
1428126194963283156,Expo 13 Room 1,139791492,Michel,,Stationsbuurt Zuid,51.03353,3.71639,Private room,113,1,0,,,4,350,0,
1428151800229988045,Betaalbare ruime kamer,679512709,Jennifer Annie,,Sluizeken - Tolhuis - Ham,51.06254,3.73349,Private room,52,1,3,2025-09-15,0.78,2,330,3,
1428243184149093427,Expo 13 Room 2,139791492,Michel,,Stationsbuurt Zuid,51.03372,3.71481,Private room,113,1,0,,,4,340,0,
1428284168615935422,Expo 13 Room 3,139791492,Michel,,Stationsbuurt Noord,51.03400762902968,3.716226604170653,Private room,116,1,0,,,4,331,0,
1428306678777219898,Expo 13 Room 4,139791492,Michel,,Stationsbuurt Zuid,51.03359659001048,3.7162189215333377,Private room,113,1,1,2025-09-07,1,4,351,1,
1429855631015357902,Green & peaceful home w/ swimming pond near centre,160695696,Hanne,,Oud Gentbrugge,51.04009649551153,3.7549542239580105,Entire home/apt,95,2,4,2025-08-31,1.24,1,9,4,
1430386476920919294,A cozy bright room,95076178,Ehsan,,Brugse Poort - Rooigem,51.05793236127331,3.701426258611819,Private room,48,2,2,2025-08-18,1.25,2,275,2,
1430975033114325075,Cosy room,426867489,Ahmed,,Dampoort,51.05807,3.74483,Private room,62,1,0,,,1,59,0,
1431272254729988496,Compact Studio in The Heart of Ghent,439069630,Dante,,Binnenstad,51.05846541565149,3.7273285966572773,Entire home/apt,,1,4,2025-08-21,2.00,4,278,4,
1431281555529904086,Queen Room in Ghent City Center,439069630,Dante,,Binnenstad,51.059047335386595,3.7275441391926756,Private room,,1,2,2025-08-31,0.55,4,280,2,
1431873227386430954,Studio Laurent - Gitoo,692209111,Gianni Louis A,,Stationsbuurt Noord,51.04134009553757,3.720226309550247,Entire home/apt,88,1,11,2025-08-27,3.93,1,0,11,
1431940951534702177,"Best vibes. Cosy, warm & quiet. Lots of extras.",1961511,Hans,,Stationsbuurt Zuid,51.031054467431744,3.7087540352721446,Private room,56,1,5,2025-09-21,4.69,1,159,5,
